day,microcosm,species,species.number,weight.1,weight.2,weight.3 ,weight.4,weight.5,count
15,34,loxocephallus,1,0.3501,0.8408,0.2645,2.3587,0.3437,67
15,34,paramecium,2,0.3501,0.8408,0.2645,1,1,22
15,35,loxocephallus,1,0.2956,3.48,0.3323,1.687,0.2192,23
15,35,tetrahymena,2,0.2956,3.48,0.3323,1.687,0.2192,10
15,36,paramecium,1,0.3846,1.3398,0.29,1,1,18
15,36,tetrahymena,2,0.3846,1,1,1,1,17
15,37,colpidium,1,0.2816,2.3125,0.2815,1,1,25
15,37,loxocephallus,2,0.2816,2.3125,0.2815,0.7966,0.3985,36
15,38,colpidium,1,,,,,,
15,38,paramecium,2,,,,,,
15,39,colpidium,1,0.265,1.7899,0.2886,1,1,59
15,39,tetrahymena,2,0.265,1,1,1,1,11
15,40,loxocephallus,1,0.2845,0.8981,0.2623,1.6972,0.2627,70
15,40,paramecium,2,0.2845,0.8981,0.2623,1,1,19
15,41,loxocephallus,1,0.3054,3.2639,0.2984,1,1,74
15,41,tetrahymena,2,0.3054,3.2639,0.2984,1,1,39
15,42,paramecium,1,0.3225,0.8933,0.2575,1,1,23
15,42,tetrahymena,2,0.3225,1,1,1,1,24
15,43,colpidium,1,0.2687,2.0151,0.2396,1,1,37
15,43,loxocephallus,2,0.2687,2.0151,0.2396,1.723,0.2829,23
15,44,colpidium,1,,,,,,
15,44,paramecium,2,,,,,,
15,45,colpidium,1,0.3018,1.5012,0.2406,1,1,35
15,45,tetrahymena,2,0.3018,1,1,1,1,28
15,46,loxocephallus,1,0.2724,0.7492,0.268,2.2547,0.2991,45
15,46,paramecium,2,0.2724,0.7492,0.268,1,1,17
15,47,loxocephallus,1,0.3414,4.1904,0.3052,1.4864,0.3438,24
15,47,tetrahymena,2,0.3414,4.1904,0.3052,1.4864,0.3438,24
15,48,paramecium,1,0.3172,0.7294,0.3663,1,1,35
15,48,tetrahymena,2,0.3172,1,1,1,1,44
15,49,colpidium,1,0.2561,1.6421,0.3046,1,1,53
15,49,loxocephallus,2,0.2561,1.6421,0.3046,1.037,0.3043,64
15,50,colpidium,1,,,,,,
15,50,paramecium,2,,,,,,
15,51,colpidium,1,0.3092,1.6934,0.1901,1,1,60
15,51,tetrahymena,2,0.3092,1,1,1,1,16
15,52,loxocephallus,1,0.2695,0.8219,0.2513,1.7258,0.3014,60
15,52,paramecium,2,0.2695,0.8219,0.2513,1,1,28
15,53,loxocephallus,1,0.35,4.0228,0.2937,1,1,80
15,53,tetrahymena,2,0.35,4.0228,0.2937,2.2509,0.2652,17
15,54,paramecium,1,0.2946,1.2437,0.2939,1,1,21
15,54,tetrahymena,2,0.2946,1,1,1,1,18
17,1,colpidium,1,0.2838,3.3584,0.2916,1,1,20
17,1,loxocephallus,2,0.2838,3.3584,0.2916,1,1,62
17,2,colpidium,1,,,,,,
17,2,paramecium,2,,,,,,
17,3,colpidium,1,0.2991,3.054,0.3149,1,1,48
17,3,tetrahymena,2,0.2991,1,1,1,1,22
17,4,loxocephallus,1,0.3025,3.6651,0.3061,1,1,71
17,4,paramecium,2,0.3025,1,1,1,1,49
17,5,loxocephallus,1,0.2949,3.7543,0.319,1,1,75
17,5,tetrahymena,2,0.2949,3.7543,0.319,1,1,48
17,6,paramecium,1,0.2974,0.895,0.3155,1,1,32
17,6,tetrahymena,2,0.2974,1,1,1,1,13
17,7,colpidium,1,0.3536,3.559,0.3339,1,1,28
17,7,loxocephallus,2,0.3536,3.559,0.3339,1,1,60
17,8,colpidium,1,,,,,,
17,8,paramecium,2,,,,,,
17,9,colpidium,1,0.2927,2.0475,0.3395,1,1,78
17,9,tetrahymena,2,0.2927,1,1,1,1,11
17,10,loxocephallus,1,0.2912,0.6799,0.3114,1.6853,0.355,82
17,10,paramecium,2,0.2912,0.6799,0.3114,1,1,16
17,11,loxocephallus,1,0.3056,4.1868,0.3597,0.8849,0.3638,45
17,11,tetrahymena,2,0.3056,4.1868,0.3597,1,1,35
17,12,paramecium,1,0.2952,1.1258,0.2896,1,1,24
17,12,tetrahymena,2,0.2952,1,1,1,1,17
17,13,colpidium,1,0.314,2.9387,0.3016,1,1,30
17,13,loxocephallus,2,0.314,2.9387,0.3016,1,1,92
17,14,colpidium,1,,,,,,
17,14,paramecium,2,,,,,,
17,15,colpidium,1,0.2781,1.1207,0.2838,1,1,102
17,15,tetrahymena,2,0.2781,1,1,1,1,17
17,16,loxocephallus,1,0.2976,0.7883,0.3705,1.9153,0.2622,50
17,16,paramecium,2,0.2976,0.7883,0.3705,1,1,30
17,17,loxocephallus,1,0.2779,3.621,0.2608,0.7424,0.3159,45
17,17,tetrahymena,2,0.2779,3.621,0.2608,0.7424,0.3159,11
17,18,paramecium,1,0.3085,0.8248,0.2628,1,1,18
17,18,tetrahymena,2,0.3085,1,1,1,1,26
17,19,colpidium,1,0.3281,3.8892,0.3064,1,1,41
17,19,loxocephallus,2,0.3281,3.8892,0.3064,1,1,33
17,20,colpidium,1,,,,,,
17,20,paramecium,2,,,,,,
17,21,colpidium,1,0.3133,2.732,0.3353,1,1,53
17,21,tetrahymena,2,0.3133,1,1,1,1,12
17,22,loxocephallus,1,0.2888,1.7375,0.3464,1.5686,0.3397,48
17,22,paramecium,2,0.2888,1.7375,0.3464,1,1,4
17,23,loxocephallus,1,0.282,3.58,0.3441,1.6837,0.3433,38
17,23,tetrahymena,2,0.282,3.58,0.3441,1.6837,0.3433,9
17,24,paramecium,1,0.2597,0.8164,0.2952,1,1,14
17,24,tetrahymena,2,0.2597,1,1,1,1,23
17,25,colpidium,1,0.2824,3.4613,0.2675,1,1,45
17,25,loxocephallus,2,0.2824,3.4613,0.2675,1,1,85
17,26,colpidium,1,,,,,,
17,26,paramecium,2,,,,,,
17,27,colpidium,1,0.276,2.4381,0.3076,1,1,78
17,27,tetrahymena,2,0.276,1,1,1,1,16
17,28,loxocephallus,1,0.3338,0.9123,0.2078,1.6189,0.2821,36
17,28,paramecium,2,0.3338,0.9123,0.2078,1,1,4
17,29,loxocephallus,1,0.2956,3.8094,0.3251,1,1,100
17,29,tetrahymena,2,0.2956,3.8094,0.3251,1,1,33
17,30,paramecium,1,0.319,0.5408,0.2746,1,1,25
17,30,tetrahymena,2,0.319,1,1,1,1,27
17,31,colpidium,1,0.3256,2.9954,0.3604,1,1,59
17,31,loxocephallus,2,0.3256,2.9954,0.3604,0.7133,0.2999,36
17,32,colpidium,1,,,,,,
17,32,paramecium,2,,,,,,
17,33,colpidium,1,0.2842,2.8654,0.3024,1,1,31
17,33,tetrahymena,2,0.2842,1,1,1,1,21
17,34,loxocephallus,1,0.308,0.8186,0.2764,2.5134,0.377,61
17,34,paramecium,2,0.308,0.8186,0.2764,1,1,13
17,35,loxocephallus,1,0.3736,3.766,0.2963,0.8307,0.2757,45
17,35,tetrahymena,2,0.3736,0.3766,0.2963,1,1,28
17,36,paramecium,1,0.2695,0.7614,0.3959,1,1,39
17,36,tetrahymena,2,0.2695,1,1,1,1,17
17,37,colpidium,1,0.2863,1.5332,0.2837,1,1,47
17,37,loxocephallus,2,0.2863,1.5332,0.2837,1,1,75
17,38,colpidium,1,,,,,,
17,38,paramecium,2,,,,,,
17,39,colpidium,1,0.3338,2.6732,0.315,1,1,73
17,39,tetrahymena,2,0.3338,1,1,1,1,36
17,40,loxocephallus,1,0.2893,0.9963,0.3282,1.7112,0.2988,76
17,40,paramecium,2,0.2893,0.9963,0.3282,1,1,20
17,41,loxocephallus,1,0.3269,3.4558,0.264,1,1,104
17,41,tetrahymena,2,0.3269,3.4558,0.264,1,1,48
17,42,paramecium,1,0.2665,0.585,0.3461,1,1,47
17,42,tetrahymena,2,0.2665,1,1,1,1,30
17,43,colpidium,1,0.283,2.4137,0.3346,1,1,48
17,43,loxocephallus,2,0.283,2.4137,0.3346,1.6113,0.3381,28
17,44,colpidium,1,,,,,,
17,44,paramecium,2,,,,,,
17,45,colpidium,1,0.3729,2.3822,0.2403,1,1,37
17,45,tetrahymena,2,0.3729,1,1,1,1,18
17,46,loxocephallus,1,0.3974,0.7919,0.3275,2.2702,0.2996,52
17,46,paramecium,2,0.3974,0.7919,0.3275,1,1,36
17,47,loxocephallus,1,0.3634,3.6676,0.3967,1.612,0.2835,29
17,47,tetrahymena,2,0.3634,3.6676,0.3967,1.612,0.2835,22
17,48,paramecium,1,0.3823,0.7798,0.321,1,1,28
17,48,tetrahymena,2,0.3823,1,1,1,1,31
17,49,colpidium,1,0.3289,1.6736,0.3694,1.7942,0.3258,8
17,49,loxocephallus,2,0.3289,1.6736,0.3694,1.7942,0.3258,88
17,50,colpidium,1,,,,,,
17,50,paramecium,2,,,,,,
17,51,colpidium,1,0.3385,4.2044,0.3746,0.6779,0.3336,60
17,51,tetrahymena,2,0.3385,1,1,1,1,19
17,52,loxocephallus,1,0.3418,0.8587,0.3654,2.3127,0.3467,55
17,52,paramecium,2,0.3418,0.8587,0.3654,1,1,57
17,53,loxocephallus,1,0.3488,3.9727,0.2986,1,1,92
17,53,tetrahymena,2,0.3488,3.9727,0.2986,1,1,38
17,54,paramecium,1,0.3694,0.8169,0.375,1,1,53
17,54,tetrahymena,2,0.3694,1,1,1,1,15
19,1,colpidium,1,0.2766,3.3172,0.2697,1,1,36
19,1,loxocephallus,2,0.2766,3.3172,0.2697,1,1,48
19,2,colpidium,1,,,,,,
19,2,paramecium,2,,,,,,
19,3,colpidium,1,0.2648,2.1191,0.3458,1,1,69
19,3,tetrahymena,2,0.2648,1,1,1,1,14
19,4,loxocephallus,1,0.2887,0.6646,0.2981,2.408,0.2866,37
19,4,paramecium,2,0.2887,0.6646,0.2981,1,1,22
19,5,loxocephallus,1,0.2987,3.9866,0.2802,1,1,71
19,5,tetrahymena,2,0.2987,3.9866,0.2802,1,1,35
19,6,paramecium,1,0.3721,1.3245,0.2572,1,1,18
19,6,tetrahymena,2,0.3721,1,1,1,1,9
19,7,colpidium,1,0.324,3.2848,0.2628,1,1,47
19,7,loxocephallus,2,0.324,3.2848,0.2628,1,1,48
19,8,colpidium,1,,,,,,
19,8,paramecium,2,,,,,,
19,9,colpidium,1,0.271,1.9598,0.366,0.785,0.3624,30
19,9,tetrahymena,2,0.271,1,1,1,1,2
19,10,loxocephallus,1,0.3515,1.0585,0.3381,2.893,0.3124,57
19,10,paramecium,2,0.3515,1.0585,0.3381,1,1,27
19,11,loxocephallus,1,0.2662,3.8753,0.255,1.1752,0.336,37
19,11,tetrahymena,2,0.2662,3.8753,0.255,1,1,33
19,12,paramecium,1,0.2754,1.5986,0.3298,1,1,17
19,12,tetrahymena,2,0.2754,1,1,1,1,10
19,13,colpidium,1,0.2505,2.8498,0.3435,1,1,32
19,13,loxocephallus,2,0.2505,2.8498,0.3435,1,1,47
19,14,colpidium,1,,,,,,
19,14,paramecium,2,,,,,,
19,15,colpidium,1,0.2671,2.7056,0.3464,1,1,48
19,15,tetrahymena,2,0.2671,1,1,1,1,17
19,16,loxocephallus,1,0.2949,0.8612,0.3096,1.0284,0.29,79
19,16,paramecium,2,0.2949,0.8612,0.3096,1,1,20
19,17,loxocephallus,1,0.3298,4.2038,0.3006,0.8605,0.2986,35
19,17,tetrahymena,2,0.3298,4.2038,0.3006,0.8605,0.2986,23
19,18,paramecium,1,0.2933,0.8594,0.3048,1,1,13
19,18,tetrahymena,2,0.2933,1,1,1,1,15
19,19,colpidium,1,0.3177,3.2978,0.346,1,1,59
19,19,loxocephallus,2,0.3177,3.2978,0.346,1,1,66
19,20,colpidium,1,,,,,,
19,20,paramecium,2,,,,,,
19,21,colpidium,1,0.3441,3.0965,0.3259,1,1,73
19,21,tetrahymena,2,0.3441,1,1,1,1,6
19,22,loxocephallus,1,0.2476,1.919,0.3371,1.3871,0.2726,33
19,22,paramecium,2,0.2476,1.919,0.3371,1,1,6
19,23,loxocephallus,1,0.3466,4.1416,0.2784,2.4854,0.3781,11
19,23,tetrahymena,2,0.3446,4.1416,0.2784,1,1,78
19,24,paramecium,1,0.3453,1.1977,0.3596,1,1,46
19,24,tetrahymena,2,0.3453,1,1,1,1,5
19,25,colpidium,1,0.3597,3.2415,0.2476,1,1,46
19,25,loxocephallus,2,0.3597,3.2415,0.2476,1,1,80
19,26,colpidium,1,,,,,,
19,26,paramecium,2,,,,,,
19,27,colpidium,1,0.327,1.1232,0.341,0.8454,0.2497,46
19,27,tetrahymena,2,0.327,1,1,1,1,14
19,28,loxocephallus,1,0.2807,0.7923,0.2571,1.0091,0.2735,69
19,28,paramecium,2,0.2807,0.7923,0.2571,1,1,12
19,29,loxocephallus,1,0.2814,4.4024,0.3278,1,1,80
19,29,tetrahymena,2,0.2814,4.4024,0.3278,1,1,47
19,30,paramecium,1,0.2881,0.7737,2.763,1,1,23
19,30,tetrahymena,2,0.2881,1,1,1,1,20
19,31,colpidium,1,0.2585,3.0794,0.2566,1,1,33
19,31,loxocephallus,2,0.2585,3.0794,0.2566,1,1,91
19,32,colpidium,1,,,,,,
19,32,paramecium,2,,,,,,
19,33,colpidium,1,0.2379,2.1437,0.2923,1,1,16
19,33,tetrahymena,2,0.2379,1,1,1,1,14
19,34,loxocephallus,1,0.3006,0.8349,0.2466,2.7574,0.296,35
19,34,paramecium,2,0.3006,0.8349,0.2466,1,1,6
19,35,loxocephallus,1,0.2835,4.0323,0.2957,0.5985,0.3019,58
19,35,tetrahymena,2,0.2835,4.0323,0.2957,1,1,40
19,36,paramecium,1,0.2287,0.7263,0.2317,1,1,13
19,36,tetrahymena,2,0.2287,1,1,1,1,10
19,37,colpidium,1,0.3444,3.439,0.2885,1,1,21
19,37,loxocephallus,2,0.3444,3.439,0.2885,1,1,51
19,38,colpidium,1,,,,,,
19,38,paramecium,2,,,,,,
19,39,colpidium,1,0.2757,3.2233,0.2727,1,1,50
19,39,tetrahymena,2,0.2757,1,1,1,1,27
19,40,loxocephallus,1,0.2955,0.8998,0.3086,2.3349,0.2666,57
19,40,paramecium,2,0.2955,0.8998,0.3086,1,1,17
19,41,loxocephallus,1,0.2867,3.3263,0.2764,0.7532,0.2766,32
19,41,tetrahymena,2,0.2867,3.3263,0.2764,1,1,72
19,42,paramecium,1,0.3211,0.9309,0.2287,1,1,18
19,42,tetrahymena,2,0.3211,1,1,1,1,13
19,43,colpidium,1,0.3233,2.7117,0.2745,1,1,31
19,43,loxocephallus,2,0.3233,2.7117,0.2745,1.1078,0.2812,40
19,44,colpidium,1,,,,,,
19,44,paramecium,2,,,,,,
19,45,colpidium,1,0.2406,1.9168,0.2863,1,1,42
19,45,tetrahymena,2,0.2406,1,1,1,1,12
19,46,loxocephallus,1,0.227,1.6931,0.3105,1.0134,0.2718,31
19,46,paramecium,2,0.227,1.6931,0.3105,1,1,7
19,47,loxocephallus,1,0.3283,3.5204,0.2901,0.7886,0.2038,44
19,47,tetrahymena,2,0.3283,3.5204,0.2901,1,1,31
19,48,paramecium,1,0.2071,1,1,1,1,60
19,48,tetrahymena,2,0.2071,1,1,1,1,7
19,49,colpidium,1,0.2824,1.8408,0.2749,1,1,56
19,49,loxocephallus,2,0.2824,1.8408,0.2749,1.4669,0.3018,51
19,50,colpidium,1,,,,,,
19,50,paramecium,2,,,,,,
19,51,colpidium,1,0.307,1.9617,0.2708,1,1,101
19,51,tetrahymena,2,0.307,1,1,1,1,17
19,52,loxocephallus,1,0.3143,0.9104,0.2893,2.5032,0.2592,35
19,52,paramecium,2,0.3143,0.9104,0.2893,1,1,19
19,53,loxocephallus,1,0.3129,3.2064,0.3729,1.2677,0.375,44
19,53,tetrahymena,2,0.3129,3.2064,0.3729,1.2677,0.375,31
19,54,paramecium,1,0.3426,0.7606,0.3543,1,1,31
19,54,tetrahymena,2,0.3426,1,1,1,1,6
21,1,colpidium,1,0.2942,2.5123,0.2792,1,1,52
21,1,loxocephallus,2,0.2942,2.5123,0.2792,0.9442,0.2663,22
21,2,colpidium,1,,,,,,
21,2,paramecium,2,,,,,,
21,3,colpidium,1,0.276,2.6999,0.3077,1,1,62
21,3,tetrahymena,2,0.276,1,1,1,1,11
21,4,loxocephallus,1,0.2966,0.8931,0.2871,2.524,0.355,37
21,4,paramecium,2,0.2966,0.8931,0.2871,1,1,9
21,5,loxocephallus,1,0.3065,2.535,0.226,0.9944,0.3345,34
21,5,tetrahymena,2,0.3065,2.535,0.226,0.9944,0.3345,18
21,6,paramecium,1,0.3083,0.9149,0.2586,1,1,14
21,6,tetrahymena,2,0.3083,1,1,1,1,9
21,7,colpidium,1,0.2509,0.8192,0.2984,1,1,82
21,7,loxocephallus,2,0.2509,0.8192,0.2984,0.892,0.3341,49
21,8,colpidium,1,,,,,,
21,8,paramecium,2,,,,,,
21,9,colpidium,1,0.3353,2.6856,0.34,1,1,90
21,9,tetrahymena,2,0.3353,1,1,1,1,14
21,10,loxocephallus,1,0.2877,0.7915,0.2708,1.7779,0.3254,71
21,10,paramecium,2,0.2877,0.7915,0.2708,1,1,17
21,11,loxocephallus,1,0.2989,3.5053,0.2785,0.7674,0.2926,39
21,11,tetrahymena,2,0.2989,3.5053,0.2785,1,1,37
21,12,paramecium,1,0.3173,1.7372,0.2791,1,1,17
21,12,tetrahymena,2,0.3173,1,1,1,1,19
21,13,colpidium,1,0.2535,3.3537,0.2909,1,1,48
21,13,loxocephallus,2,0.2535,3.3537,0.2909,1,1,40
21,14,colpidium,1,,,,,,
21,14,paramecium,2,,,,,,
21,15,colpidium,1,0.2902,3.0101,0.2974,1,1,44
21,15,tetrahymena,2,0.2902,1,1,1,1,13
21,16,loxocephallus,1,0.3225,0.8312,0.2878,3.4957,0.3037,46
21,16,paramecium,2,0.3225,0.8312,0.2878,1,1,8
21,17,loxocephallus,1,0.2643,3.2836,0.3415,1.3609,0.3078,26
21,17,tetrahymena,2,0.2643,3.2836,0.3415,1.3609,0.3078,9
21,18,paramecium,1,0.3015,0.5612,0.3393,1,1,43
21,18,tetrahymena,2,0.3015,1,1,1,1,17
21,19,colpidium,1,0.2974,3.0108,0.3383,1,1,50
21,19,loxocephallus,2,0.2974,3.0108,0.3383,1,1,62
21,20,colpidium,1,,,,,,
21,20,paramecium,2,,,,,,
21,21,colpidium,1,0.2996,2.3315,0.309,1,1,57
21,21,tetrahymena,2,0.2996,1,1,1,1,2
21,22,loxocephallus,1,0.2337,0.8896,0.3139,3.236,0.3424,43
21,22,paramecium,2,0.2337,0.8896,0.3139,3.236,0.3424,21
21,23,loxocephallus,1,0.2842,3.662,0.2798,0.6548,0.3328,62
21,23,tetrahymena,2,0.2842,3.662,0.2798,1,1,58
21,24,paramecium,1,0.2979,0.8058,0.3429,1,1,39
21,24,tetrahymena,2,0.2979,1,1,1,1,5
21,25,colpidium,1,0.2926,2.6797,0.3409,1,1,55
21,25,loxocephallus,2,0.2926,2.6797,0.3409,0.9203,0.3723,35
21,26,colpidium,1,,,,,,
21,26,paramecium,2,,,,,,
21,27,colpidium,1,0.3469,2.6428,0.3645,0.7872,0.335,48
21,27,tetrahymena,2,0.3469,1,1,1,1,21
21,28,loxocephallus,1,0.3154,0.8646,0.3891,2.1392,0.3849,93
21,28,paramecium,2,0.3154,0.8646,0.3891,1,1,33
21,29,loxocephallus,1,0.3066,3.4266,0.3006,1,1,107
21,29,tetrahymena,2,0.3066,3.4266,0.3006,1,1,68
21,30,paramecium,1,0.3298,0.843,0.3542,1,1,29
21,30,tetrahymena,2,0.3298,1,1,1,1,20
21,31,colpidium,1,0.3176,2.7422,0.3361,1.0815,0.3266,23
21,31,loxocephallus,2,0.3176,2.7422,0.3361,1.0815,0.3266,38
21,32,colpidium,1,,,,,,
21,32,paramecium,2,,,,,,
21,33,colpidium,1,0.316,2.3642,0.3106,1,1,39
21,33,tetrahymena,2,0.316,1,1,1,1,21
21,34,loxocephallus,1,0.324,0.5,0.3105,3.4768,0.3258,45
21,34,paramecium,2,0.324,0.5,0.3105,1,1,40
21,35,loxocephallus,1,0.3268,4.3344,0.3209,1.1527,0.341,36
21,35,tetrahymena,2,0.3268,4.3344,0.3209,1,1,23
21,36,paramecium,1,0.2766,0.8322,0.3232,1,1,29
21,36,tetrahymena,2,0.2766,1,1,1,1,7
21,37,colpidium,1,0.348,3.3374,0.3548,1,1,47
21,37,loxocephallus,2,0.348,3.3374,0.3548,1.15,0.2607,14
21,38,colpidium,1,,,,,,
21,38,paramecium,2,,,,,,
21,39,colpidium,1,0.3176,4.0911,0.3571,1,1,63
21,39,tetrahymena,2,0.3176,1,1,1,1,17
21,40,loxocephallus,1,0.2463,0.9261,0.2679,2.3214,0.2744,57
21,40,paramecium,2,0.2463,0.9261,0.2679,1,1,18
21,41,loxocephallus,1,0.2639,4.2848,0.2943,1,1,81
21,41,tetrahymena,2,0.2639,4.2848,0.2943,1,1,68
21,42,paramecium,1,0.2521,0.7816,0.2645,1,1,25
21,42,tetrahymena,2,0.2521,1,1,1,1,7
21,43,colpidium,1,0.4159,3.6559,0.2886,1,1,41
21,43,loxocephallus,2,0.4159,3.6559,0.2886,2.5375,0.3712,31
21,44,colpidium,1,,,,,,
21,44,paramecium,2,,,,,,
21,45,colpidium,1,0.3434,3.513,0.2836,1,1,56
21,45,tetrahymena,2,0.3434,1,1,1,1,22
21,46,loxocephallus,1,0.3612,0.8829,0.2983,2.7126,0.3269,43
21,46,paramecium,2,0.3612,0.8829,0.2983,1,1,33
21,47,loxocephallus,1,0.3512,3.3461,0.2868,1.0629,0.2935,38
21,47,tetrahymena,2,0.3512,3.3461,0.2861,1,1,61
21,48,paramecium,1,0.284,1,1,1,1,96
21,48,tetrahymena,2,0.284,1,1,1,1,13
21,49,colpidium,1,0.2592,3.8056,0.2689,1,1,20
21,49,loxocephallus,2,0.2592,3.8056,0.2689,0.9691,0.2877,35
21,50,colpidium,1,,,,,,
21,50,paramecium,2,,,,,,
21,51,colpidium,1,0.3561,4.2211,0.2689,1,1,70
21,51,tetrahymena,2,0.3561,1,1,1,1,13
21,52,loxocephallus,1,0.2537,0.8096,0.2951,2.6662,0.2809,20
21,52,paramecium,2,0.2537,0.8096,0.2951,1,1,35
21,53,loxocephallus,1,0.3003,4.3599,0.3477,0.8589,0.2673,29
21,53,tetrahymena,2,0.3003,4.3599,0.3477,1,1,61
21,54,paramecium,1,0.2738,0.7946,0.287,1,1,30
21,54,tetrahymena,2,0.2738,1,1,1,1,10
23,1,colpidium,1,0.3241,3.4384,0.27,1,1,44
23,1,loxocephallus,2,0.3241,3.4384,0.27,1,1,66
23,2,colpidium,1,,,,,,
23,2,paramecium,2,,,,,,
23,3,colpidium,1,0.341,3.0153,0.3085,1,1,89
23,3,tetrahymena,2,0.341,1,1,1,1,7
23,4,loxocephallus,1,0.3068,0.9283,0.3071,2.1811,0.2914,35
23,4,paramecium,2,0.3068,0.9283,0.3071,1,1,18
23,5,loxocephallus,1,0.2657,3.7319,0.3233,1,1,95
23,5,tetrahymena,2,0.2657,3.7319,0.3233,1,1,47
23,6,paramecium,1,0.3207,1.6737,0.2952,1,1,12
23,6,tetrahymena,2,0.3207,1,1,1,1,11
23,7,colpidium,1,0.3427,3.2861,0.2925,1,1,37
23,7,loxocephallus,2,0.3427,3.2861,0.2925,1,1,58
23,8,colpidium,1,0.2664,0.4016,0.2692,1.5731,0.278,19
23,8,paramecium,2,0.2664,0.4016,0.2692,1,1,22
23,9,colpidium,1,0.2788,2.4774,0.2904,1,1,87
23,9,tetrahymena,2,0.2788,1,1,1,1,3
23,10,loxocephallus,1,0.2992,1.4672,0.2972,2.5352,0.3113,34
23,10,paramecium,2,0.2992,1.4672,0.2972,1,1,7
23,11,loxocephallus,1,0.3218,3.5514,0.2762,0.8586,0.3462,42
23,11,tetrahymena,2,0.3218,3.5514,0.2762,1,1,36
23,12,paramecium,1,0.2922,1.6602,0.2886,1,1,18
23,12,tetrahymena,2,0.2922,1,1,1,1,10
23,13,colpidium,1,0.2756,3.1936,0.3018,1,1,57
23,13,loxocephallus,2,0.2756,3.1936,0.3018,1,1,55
23,14,colpidium,1,,,,,,
23,14,paramecium,2,,,,,,
23,15,colpidium,1,0.2906,3.4345,0.2884,1,1,49
23,15,tetrahymena,2,0.2877,1,1,1,1,9
23,16,loxocephallus,1,0.3464,0.8275,0.277,2.7151,0.2425,28
23,16,paramecium,2,0.3464,0.8275,0.277,1,1,26
23,17,loxocephallus,1,0.2794,2.3346,0.2353,1.6174,0.3647,28
23,17,tetrahymena,2,0.2794,2.3346,0.2353,1,1,31
23,18,paramecium,1,0.2538,1,1,1,1,71
23,18,tetrahymena,2,0.2538,1,1,1,1,10
23,19,colpidium,1,0.2916,2.9742,0.2872,1,1,49
23,19,loxocephallus,2,0.2916,2.9742,0.2872,1,1,54
23,20,colpidium,1,,,,,,
23,20,paramecium,2,,,,,,
23,21,colpidium,1,0.3388,3.2916,0.2735,1,1,42
23,21,tetrahymena,2,0.3388,1,1,1,1,4
23,22,loxocephallus,1,0.3584,0.8087,0.3227,2.6596,0.3517,44
23,22,paramecium,2,0.3584,0.8087,0.3227,1,1,36
23,23,loxocephallus,1,0.3093,3.3417,0.3545,1.0545,0.3291,57
23,23,tetrahymena,2,0.3093,3.3417,0.3545,1,1,98
23,24,paramecium,1,0.3135,1.2684,0.299,1,1,29
23,24,tetrahymena,2,0.3135,1,1,1,1,5
23,25,colpidium,1,0.3362,3.7257,0.2637,1,1,40
23,25,loxocephallus,2,0.3362,3.7257,0.2637,1,1,74
23,26,colpidium,1,,,,,,
23,26,paramecium,2,,,,,,
23,27,colpidium,1,0.2856,3.8309,0.2724,1,1,59
23,27,tetrahymena,2,0.2856,1,1,1,1,8
23,28,loxocephallus,1,0.3212,0.8995,0.3352,2.4376,0.3234,49
23,28,paramecium,2,0.3212,0.8995,0.3352,1,1,33
23,29,loxocephallus,1,0.303,3.9619,0.3311,1,1,62
23,29,tetrahymena,2,0.303,3.9619,0.3311,1,1,67
23,30,paramecium,1,0.2545,0.8124,0.3169,1,1,25
23,30,tetrahymena,2,0.2545,1,1,1,1,6
23,31,colpidium,1,0.3564,3.4602,0.3382,1,1,55
23,31,loxocephallus,2,0.3564,3.4602,0.3382,1,1,89
23,32,colpidium,1,,,,,,
23,32,paramecium,2,,,,,,
23,33,colpidium,1,0.2743,1.3139,0.3187,1,1,43
23,33,tetrahymena,2,0.2743,1,1,1,1,13
23,34,loxocephallus,1,0.2304,0.4507,0.2837,2.5502,0.3048,48
23,34,paramecium,2,0.2304,0.4507,0.2837,1,1,28
23,35,loxocephallus,1,0.3246,4.0276,0.3395,0.8757,0.3289,74
23,35,tetrahymena,2,0.3246,4.0276,0.3395,1,1,45
23,36,paramecium,1,0.2536,0.8488,0.2766,1,1,72
23,36,tetrahymena,2,0.2536,1,1,1,1,10
23,37,colpidium,1,0.3143,3.325,0.3216,1,1,40
23,37,loxocephallus,2,0.3143,3.325,0.3216,0.7877,0.3115,15
23,38,colpidium,1,,,,,,
23,38,paramecium,2,,,,,,
23,39,colpidium,1,0.3404,3.4288,0.347,1,1,87
23,39,tetrahymena,2,0.3404,3.4288,0.347,1,1,26
23,40,loxocephallus,1,0.2963,0.7996,0.3015,2.4248,0.2567,70
23,40,paramecium,2,0.2963,0.7996,0.3015,1,1,31
23,41,loxocephallus,1,0.2572,3.9714,0.3262,1,1,53
23,41,tetrahymena,2,0.2572,3.9714,0.3262,1,1,28
23,42,paramecium,1,0.3423,1.6934,0.3239,1,1,39
23,42,tetrahymena,2,0.3423,1,1,1,1,8
23,43,colpidium,1,0.3692,3.1691,0.3471,1,1,48
23,43,loxocephallus,2,0.3692,3.1691,0.3471,1.3245,0.3456,58
23,44,colpidium,1,,,,,,
23,44,paramecium,2,,,,,,
23,45,colpidium,1,0.2981,2.4639,0.3832,1,1,133
23,45,tetrahymena,2,0.2981,1,1,1,1,18
