day,microcosm,species,species.number,weight.1,weight.2,weight.3 ,weight.4,weight.5,count
7,34,paramecium,2,0.3219,1.2612,0.293,1,1,21
7,35,loxocephallus,1,0.2774,2.9589,0.3349,1.3647,0.3101,43
7,35,tetrahymena,2,0.2774,2.9589,0.3349,1.3647,0.3101,19
7,36,paramecium,1,0.3095,1.7309,0.3215,1,1,18
7,36,tetrahymena,2,0.3095,1.7309,0.3215,1.2007,0.2866,28
7,43,colpidium,1,0.3537,2.6516,0.3076,1,1,30
7,43,loxocephallus,2,0.3537,2.6516,0.3076,0.8163,0.3596,61
7,44,colpidium,1,0.3246,1.4723,0.2905,1,1,42
7,44,paramecium,2,0.3246,1.4723,0.2905,1,1,19
7,45,colpidium,1,0.3031,2.3555,0.3318,1,1,34
7,45,tetrahymena,2,0.3031,2.3555,0.3318,0.8413,0.3259,19
7,46,loxocephallus,1,0.374,0.922,0.3235,2.2447,0.3651,59
7,46,paramecium,2,0.374,0.922,0.3235,1,1,18
7,47,loxocephallus,1,0.3282,3.5611,0.3056,1.7766,0.3164,27
7,47,tetrahymena,2,0.3282,3.5611,0.3056,1.7766,0.3164,20
7,48,paramecium,1,0.3497,1.2595,0.3222,1,1,36
7,48,tetrahymena,2,0.3497,1.2595,0.3222,2.1589,0.3056,60
7,37,colpidium,1,0.3147,1.8131,0.3463,1.1141,0.3383,9
7,37,loxocephallus,2,0.3147,1.8131,0.3436,1.1141,0.3383,35
7,38,colpidium,1,0.2932,2.4601,0.3032,1,1,58
7,38,paramecium,2,0.2932,2.4601,0.3032,1,1,8
7,39,colpidium,1,0.3286,2.199,0.3192,1,1,32
7,39,tetrahymena,2,0.3286,2.199,0.3192,1,1,41
7,40,loxocephallus,1,0.3194,2.185,0.3069,2.0624,0.3472,56
7,40,paramecium,2,0.3194,2.185,0.3069,1,1,12
7,41,loxocephallus,1,0.3487,3.4257,0.3289,2.5412,0.3463,23
7,41,tetrahymena,2,0.3487,3.4257,0.3289,2.5412,0.3463,34
7,42,paramecium,1,0.3145,2.3736,0.3011,1,1,15
7,42,tetrahymena,2,0.3145,2.3736,0.3011,2.2012,0.3451,11
7,49,colpidium,1,0.34,2.8527,0.3185,1,1,16
7,49,loxocephallus,2,0.34,2.8527,0.3185,0.8785,0.2914,21
7,50,colpidium,1,0.3138,1.8194,0.2898,1,1,51
7,50,paramecium,2,0.3138,1.8194,0.2898,1,1,9
7,51,colpidium,1,0.3364,2.8421,0.3184,1,1,33
7,51,tetrahymena,2,0.3364,2.8421,0.3184,1.7745,0.3228,28
7,52,loxocephallus,1,0.3326,2.6682,0.3592,2.0685,0.3375,43
7,52,paramecium,2,0.3326,2.6682,0.3592,1,1,12
7,53,loxocephallus,1,0.3454,3.9383,0.3295,1.8089,0.3247,25
7,53,tetrahymena,2,0.3454,3.9383,0.3295,1.8089,0.3247,37
7,54,paramecium,1,0.333,1.7212,0.3062,1,1,24
7,54,tetrahymena,2,0.333,1.7212,0.3062,1.654,0.3359,15
9,1,colpidium,1,0.329,3.2328,0.3196,0.6896,0.2505,13
9,1,loxocephallus,2,0.329,3.2328,0.3196,0.6896,0.2505,16
9,2,colpidium,1,0.3072,1,1,1,1,
9,2,paramecium,2,0.3072,1,1,1,1,
9,3,colpidium,1,0.3335,2.5039,0.3148,1,1,39
9,3,tetrahymena,2,0.3335,2.5039,0.3148,1,1,44
9,4,loxocephallus,1,0.3007,1.0188,0.302,1.0699,0.3456,60
9,4,paramecium,2,0.3007,1.0188,0.302,1,1,14
9,5,loxocephallus,1,0.318,4.3578,0.3415,1,1,49
9,5,tetrahymena,2,0.318,4.3578,0.3415,1,1,19
9,6,paramecium,1,0.3035,1.3347,0.3079,1,1,17
9,6,tetrahymena,2,0.3035,1.3347,0.3079,1,1,41
9,7,colpidium,1,0.3225,1.7133,0.3354,1.2676,0.3309,6
9,7,loxocephallus,2,0.3225,1.7133,0.3354,1.2676,0.3309,15
9,8,colpidium,1,0.2331,1,1,1,1,
9,8,paramecium,2,0.2331,1,1,1,1,
9,9,colpidium,1,0.3316,1.7495,0.3475,1,1,55
9,9,tetrahymena,2,0.3316,1.7495,0.3475,1,1,18
9,10,loxocephallus,1,0.3213,0.8881,0.2983,1.9027,0.2518,28
9,10,paramecium,2,0.3213,0.8881,0.2983,1,1,18
9,11,loxocephallus,1,0.3198,3.3855,0.2028,1,1,49
9,11,tetrahymena,2,0.3198,3.3855,0.2028,1,1,43
9,12,paramecium,1,0.3201,1.937,0.2982,1,1,12
9,12,tetrahymena,2,0.3201,1.937,0.2982,1,1,27
9,13,colpidium,1,0.2855,1.465,0.3061,1.1775,0.3045,10
9,13,loxocephallus,2,0.2855,1.465,0.3061,1.1775,0.3045,15
9,14,colpidium,1,,,,,,
9,14,paramecium,2,,,,,,
9,15,colpidium,1,0.3191,2.1057,0.3242,1,1,41
9,15,tetrahymena,2,0.3191,2.1057,0.3242,1,1,20
9,16,loxocephallus,1,0.3148,2.0955,0.3266,1.7583,0.3366,28
9,16,paramecium,2,0.3148,2.0955,0.3266,1,1,11
9,17,loxocephallus,1,0.3197,3.3263,0.2955,1.193,0.2815,9
9,17,tetrahymena,2,0.3197,3.3263,0.2955,1.193,0.2815,20
9,18,paramecium,1,0.3368,1.9597,0.3187,1,1,16
9,18,tetrahymena,2,0.3368,1.9597,0.3187,1,1,15
9,19,colpidium,1,0.3588,2.4329,0.3176,1,1,27
9,19,loxocephallus,2,0.3588,2.4329,0.3176,1,1,56
9,20,colpidium,1,,,,1,1,
9,20,paramecium,2,,,,1,1,
9,21,colpidium,1,0.3467,1.6763,0.3325,1,1,57
9,21,tetrahymena,2,0.3467,1.6763,0.3325,1,1,20
9,22,loxocephallus,1,0.3598,1.3154,0.3588,1.6767,0.3303,68
9,22,paramecium,2,0.3598,1.3154,0.3588,1,1,27
9,23,loxocephallus,1,0.3561,3.744,0.3348,1.8203,0.3397,26
9,23,tetrahymena,2,0.3561,3.744,0.3348,1.8203,0.3397,17
9,24,paramecium,1,0.3797,1.6922,0.3274,1,1,21
9,24,tetrahymena,2,0.3797,1.6922,0.3274,0.8067,0.3551,29
9,25,colpidium,1,0.374,3.4547,0.3146,1,1,18
9,25,loxocephallus,2,0.374,3.4547,0.3146,1,1,50
9,26,colpidium,1,0.3172,,,1,1,
9,26,paramecium,2,0.3172,,,1,1,
9,27,colpidium,1,0.3121,2.1008,0.3026,1,1,68
9,27,tetrahymena,2,0.3121,2.1008,0.3026,1,1,25
9,28,loxocephallus,1,0.3444,1.0518,0.3746,1.8107,0.3381,51
9,28,paramecium,2,0.3444,1.0518,0.3746,1,1,17
9,29,loxocephallus,1,0.2917,3.4573,0.3515,1.304,0.3318,25
9,29,tetrahymena,2,0.2917,3.4573,0.3515,1.304,0.3318,23
9,30,paramecium,1,0.3119,1.2811,0.3566,1,1,17
9,30,tetrahymena,2,0.3119,1.2811,0.3566,2.0409,0.315,26
9,31,colpidium,1,0.3374,3.4658,0.3661,1,1,36
9,31,loxocephallus,2,0.3374,3.4658,0.3661,1,1,51
9,32,colpidium,1,0.3044,,,1,1,
9,32,paramecium,2,0.3044,,,1,1,
9,33,colpidium,1,0.3005,1.8303,0.3081,1,1,48
9,33,tetrahymena,2,0.3005,1.8303,0.3081,1,1,20
9,34,loxocephallus,1,0.3581,0.9817,0.2932,2.1199,0.2854,43
9,34,paramecium,2,0.3581,0.9817,0.2932,1,1,16
9,35,loxocephallus,1,0.2984,3.4746,0.3167,1.7184,0.2805,38
9,35,tetrahymena,2,0.2984,3.4746,0.3167,1.7184,0.2805,17
9,36,paramecium,1,0.2932,1.7844,0.3123,1,1,15
9,36,tetrahymena,2,0.2932,1.7844,0.3123,1,1,58
9,37,colpidium,1,0.313,3.4293,0.3342,1,1,21
9,37,loxocephallus,2,0.313,3.4293,0.3342,1,1,44
9,38,colpidium,1,0.3535,1.0999,0.3826,1,1,
9,38,paramecium,2,0.3535,1.0999,0.3826,1,1,
9,39,colpidium,1,0.3313,2.4926,0.3236,1,1,42
9,39,tetrahymena,2,0.3313,2.4926,0.3236,1,1,36
9,40,loxocephallus,1,0.3293,0.8094,0.2748,2.0001,0.3296,82
9,40,paramecium,2,0.3293,0.8094,0.2748,1,1,21
9,41,loxocephallus,1,0.3231,3.6858,0.4021,1.8104,0.3651,47
9,41,tetrahymena,2,0.3231,3.6858,0.4021,1.8104,0.3651,41
9,42,paramecium,1,0.3946,2.3556,0.3101,1,1,13
9,42,tetrahymena,2,0.3946,2.3556,0.3101,1.618,0.3546,28
9,43,colpidium,1,0.3541,2.0603,0.3438,1,1,35
9,43,loxocephallus,2,0.3541,2.0603,0.3438,1.2507,0.3264,35
9,44,colpidium,1,,,,1,1,
9,44,paramecium,2,,,,1,1,
9,45,colpidium,1,0.3523,1.766,0.3716,1,1,52
9,45,tetrahymena,2,0.3523,1.766,0.3716,0.8406,0.34,29
9,46,loxocephallus,1,0.3346,1.7266,0.3584,2.6438,0.3294,31
9,46,paramecium,2,0.3346,1.7266,0.3584,1,1,13
9,47,loxocephallus,1,0.3572,4.5153,0.3204,1.4523,0.2792,19
9,47,tetrahymena,2,0.3572,4.5153,0.3204,1.4523,0.2792,13
9,48,paramecium,1,0.3393,2.115,0.3419,1,1,17
9,48,tetrahymena,2,0.3393,2.115,0.3419,0.8304,0.3941,27
9,49,colpidium,1,0.3123,2.5949,0.3084,1,1,40
9,49,loxocephallus,2,0.3123,2.5949,0.3084,1.6633,0.3326,37
9,50,colpidium,1,0,,,1,1,
9,50,paramecium,2,,,,1,1,
9,51,colpidium,1,0.3338,2.5381,0.3839,1,1,48
9,51,tetrahymena,2,0.3338,2.5381,0.3839,1.9011,0.3541,22
9,52,loxocephallus,1,0.3209,1.6097,0.3138,1.5201,0.355,74
9,52,paramecium,2,0.3209,1.6097,0.3138,1,1,21
9,53,loxocephallus,1,0.344,4.4934,0.3551,1.6748,0.328,15
9,53,tetrahymena,2,0.344,4.4934,0.3551,1.6748,0.328,19
9,54,paramecium,1,0.3373,1.8266,0.327,1,1,20
9,54,tetrahymena,2,0.3373,1.8266,0.327,1,1,63
11,1,colpidium,1,0.3174,2.3715,0.3212,1,1,34
11,1,loxocephallus,2,0.3174,2.3715,0.3212,1,1,62
11,2,colpidium,1,0.3257,1,1,1,1,
11,2,paramecium,2,0.3257,1,1,1,1,
11,3,colpidium,1,0.3556,2.7163,0.3503,1,1,48
11,3,tetrahymena,2,0.3556,2.7163,0.3503,1,1,26
11,4,loxocephallus,1,0.313,0.8545,0.3379,1.8521,0.2833,47
11,4,paramecium,2,0.313,0.8545,0.3379,1,1,15
11,5,loxocephallus,1,0.3392,3.8344,0.3099,1,1,57
11,5,tetrahymena,2,0.3392,3.8344,0.3099,1,1,44
11,6,paramecium,1,0.3263,0.9823,0.3362,1,1,29
11,6,tetrahymena,2,0.3263,1,1,1,1,53
11,7,colpidium,1,0.3161,2.4634,0.3277,1,1,23
11,7,loxocephallus,2,0.3161,2.4634,0.3277,1,1,71
11,8,colpidium,1,,,,1,1,
11,8,paramecium,2,,,,1,1,
11,9,colpidium,1,0.3298,2.0738,0.3119,1,1,43
11,9,tetrahymena,2,0.3298,2.0738,0.3119,1,1,29
11,10,loxocephallus,1,0.2853,0.5124,0.3072,1.7856,0.2542,83
11,10,paramecium,2,0.2853,0.5124,0.3072,1,1,29
11,11,loxocephallus,1,0.2979,3.2885,0.3099,1,1,86
11,11,tetrahymena,2,0.2979,3.2885,0.3099,1,1,27
11,12,paramecium,1,0.3631,1.4385,0.3268,1,1,29
11,12,tetrahymena,2,0.3631,1,1,1,1,15
11,13,colpidium,1,0.3717,2.1017,0.2523,1,1,26
11,13,loxocephallus,2,0.3717,2.1017,0.2523,1,1,62
11,14,colpidium,1,0.3174,1,1,1,1,
11,14,paramecium,2,0.3174,1,1,1,1,
11,15,colpidium,1,0.2842,2.1186,0.3167,1,1,34
11,15,tetrahymena,2,0.2842,2.1186,0.3167,1,1,21
11,16,loxocephallus,1,0.2982,0.4832,0.3286,1.4315,0.326,89
11,16,paramecium,2,0.2982,0.4832,0.3286,1,1,16
11,17,loxocephallus,1,0.3209,3.9053,0.3104,0.7802,0.255,25
11,17,tetrahymena,2,0.3209,3.9053,0.3104,0.7802,0.255,18
11,18,paramecium,1,0.3262,1.1896,0.3222,1,1,38
11,18,tetrahymena,2,0.3262,1,1,1,1,32
11,19,colpidium,1,0.2971,1.596,0.3102,1,1,38
11,19,loxocephallus,2,0.2971,1.596,0.3102,1,1,76
11,20,colpidium,1,,,,1,1,
11,20,paramecium,2,,,,1,1,
11,21,colpidium,1,0.302,0.9912,0.3354,1.7005,0.3639,19
11,21,tetrahymena,2,0.302,0.9912,0.3354,1,1,10
11,22,loxocephallus,1,0.2184,0.861,0.3165,1.8128,0.3498,47
11,22,paramecium,2,0.2184,0.861,0.3165,1,1,18
11,23,loxocephallus,1,0.3082,3.0416,0.3287,1.7544,0.3681,29
11,23,tetrahymena,2,0.3082,3.0416,0.3287,1.7544,0.3681,26
11,24,paramecium,1,0.302,0.8238,0.3173,1,1,28
11,24,tetrahymena,2,0.302,0.8238,0.3173,1,1,70
11,25,colpidium,1,0.3162,3.2001,0.2839,1,1,25
11,25,loxocephallus,2,0.3162,3.2001,0.2839,1,1,49
11,26,colpidium,1,0.3296,0.8425,0.3179,0.841,0.2799,
11,26,paramecium,2,0.3296,0.8425,0.3179,0.841,0.2799,
11,27,colpidium,1,0.2829,1.5158,0.3582,1,1,48
11,27,tetrahymena,2,0.2829,1.5158,0.3582,1,1,34
11,28,loxocephallus,1,0.3074,1.7383,0.3313,0.8466,0.2661,51
11,28,paramecium,2,0.3074,1.7383,0.3313,1,1,14
11,29,loxocephallus,1,0.2753,3.5614,0.3049,1,1,85
11,29,tetrahymena,2,0.2753,3.5614,0.3049,1,1,33
11,30,paramecium,1,0.301,0.9263,0.2932,1,1,17
11,30,tetrahymena,2,0.301,0.9263,0.2932,1,1,82
11,31,colpidium,1,0.3411,2.2422,0.3441,1,1,37
11,31,loxocephallus,2,0.3411,2.2422,0.3441,0.5235,0.3397,49
11,32,colpidium,1,,,,1,1,
11,32,paramecium,2,,,,1,1,
11,33,colpidium,1,0.3068,1.0976,0.315,1,1,59
11,33,tetrahymena,2,0.3068,1,1,1,1,41
11,34,loxocephallus,1,0.2878,0.941,0.3835,2.0349,0.3782,55
11,34,paramecium,2,0.2878,0.941,0.3835,1,1,24
11,35,loxocephallus,1,0.3162,3.5225,0.3177,1.249,0.3195,35
11,35,tetrahymena,2,0.3162,3.5225,0.3177,1.249,0.3195,19
11,36,paramecium,1,0.3221,1.1153,0.367,1,1,27
11,36,tetrahymena,2,0.3221,1.1153,0.367,1,1,30
11,37,colpidium,1,0.3394,2.587,0.314,1,1,25
11,37,loxocephallus,2,0.3394,2.587,0.314,1,1,59
11,38,colpidium,1,0.3611,1,1,1,1,
11,38,paramecium,2,0.3611,1,1,1,1,
11,39,colpidium,1,0.3752,2.1626,0.3278,1,1,53
11,39,tetrahymena,2,0.3752,2.1626,0.3278,1,1,13
11,40,loxocephallus,1,0.3155,0.9031,0.3487,3.4553,0.3639,47
11,40,paramecium,2,0.3155,0.9031,0.3487,1,1,27
11,41,loxocephallus,1,0.3346,3.5886,0.3062,1.5684,0.3312,23
11,41,tetrahymena,2,0.3346,3.5886,0.3062,1.5684,0.3312,28
11,42,paramecium,1,0.331,0.8705,0.265,1,1,30
11,42,tetrahymena,2,0.331,0.8705,0.265,1,1,68
11,43,colpidium,1,0.3471,2.5642,0.3261,1,1,42
11,43,loxocephallus,2,0.3471,2.5642,0.3261,1,1,94
11,44,colpidium,1,0.3288,1,1,1,1,
11,44,paramecium,2,0.3288,1,1,1,1,
11,45,colpidium,1,0.3319,2.2083,0.3375,1,1,37
11,45,tetrahymena,2,0.3319,2.2083,0.3375,1,1,36
11,46,loxocephallus,1,0.3245,1.6022,0.3749,1.7354,0.3323,58
11,46,paramecium,2,0.3245,1.6022,0.3749,1,1,21
11,47,loxocephallus,1,0.3226,3.2195,0.3508,1.7958,0.3165,48
11,47,tetrahymena,2,0.3226,3.2195,0.3508,1.7958,0.3165,29
11,48,paramecium,1,0.3154,1.0531,0.3466,1,1,40
11,48,tetrahymena,2,0.3154,1.0531,0.3466,1,1,64
11,49,colpidium,1,0.2788,2.6043,0.2986,1,1,34
11,49,loxocephallus,2,0.2788,2.6043,0.2986,1,1,59
11,50,colpidium,1,0.2995,1,1,1,1,
11,50,paramecium,2,0.2995,1,1,1,1,
11,51,colpidium,1,0.2937,1.7324,0.2863,1,1,86
11,51,tetrahymena,2,0.2937,1.7324,0.2863,1,1,48
11,52,loxocephallus,1,0.3019,1.1648,0.2755,1.502,0.3041,55
11,52,paramecium,2,0.3019,1.1648,0.2755,1,1,34
11,53,loxocephallus,1,0.3706,3.5871,0.277,1,1,97
11,53,tetrahymena,2,0.3706,3.5871,0.277,1,1,52
11,54,paramecium,1,0.2842,1.6036,0.2995,1,1,14
11,54,tetrahymena,2,0.2842,1.6036,0.2995,1,1,43
13,1,colpidium,1,0.3494,2.633,0.3603,1,1,32
13,1,loxocephallus,2,0.3494,2.633,0.3603,1,1,80
13,2,colpidium,1,,,,,,
13,2,paramecium,2,,,,,,
13,3,colpidium,1,0.3657,2.9005,0.3277,1,1,55
13,3,tetrahymena,2,0.3657,1,1,1,1,16
13,4,loxocephallus,1,0.3143,0.9888,0.3005,1.9085,0.282,36
13,4,paramecium,2,0.3143,0.9888,0.3005,1,1,18
13,5,loxocephallus,1,0.2972,3.4296,0.2912,1,1,68
13,5,tetrahymena,2,0.2972,3.4296,0.2912,1,1,26
13,6,paramecium,1,0.3079,1.0939,0.3272,1,1,21
13,6,tetrahymena,2,0.3079,1,1,1,1,26
13,7,colpidium,1,0.3131,2.8193,0.3329,1,1,29
13,7,loxocephallus,2,0.3131,2.8193,0.3329,1,1,52
13,8,colpidium,1,,,,,,
13,8,paramecium,2,,,,,,
13,9,colpidium,1,0.309,1.3538,0.291,0.7975,0.302,19
13,9,tetrahymena,2,0.309,1.3538,0.291,1,1,36
13,10,loxocephallus,1,0.3384,0.8206,0.3037,2.5169,0.3353,43
13,10,paramecium,2,0.3384,0.8206,0.3037,1,1,18
13,11,loxocephallus,1,0.2821,2.5089,0.3301,2.1263,0.3355,21
13,11,tetrahymena,2,0.2821,2.5089,0.3301,2.1263,0.3355,13
13,12,paramecium,1,0.3076,0.8483,0.3096,1,1,30
13,12,tetrahymena,2,0.3076,1,1,1,1,24
13,13,colpidium,1,0.3382,2.801,0.2751,0.7635,0.3148,12
13,13,loxocephallus,2,0.3382,2.801,0.2751,0.7635,0.3148,14
13,14,colpidium,1,,,,,,
13,14,paramecium,2,,,,,,
13,15,colpidium,1,0.3141,2.5775,0.2965,1,1,46
13,15,tetrahymena,2,0.3141,1,1,1,1,28
13,16,loxocephallus,1,0.3007,0.8823,0.3131,2.4394,0.2802,34
13,16,paramecium,2,0.3007,0.8823,0.3131,1,1,17
13,17,loxocephallus,1,0.3577,2.4772,0.2598,0.9471,0.3442,43
13,17,tetrahymena,2,0.3577,2.4772,0.2598,0.9471,0.3442,27
13,18,paramecium,1,0.3326,0.8735,0.3205,1,1,34
13,18,tetrahymena,2,0.3326,1,1,1,1,17
13,19,colpidium,1,0.3515,2.902,0.3056,1,1,36
13,19,loxocephallus,2,0.3515,2.902,0.3056,1,1,42
13,20,colpidium,1,,,,,,
13,20,paramecium,2,,,,,,
13,21,colpidium,1,0.3566,2.6984,0.2936,1,1,63
13,21,tetrahymena,2,0.3566,1,1,1,1,18
13,22,loxocephallus,1,0.3371,0.9098,0.2793,2.3845,0.2573,35
13,22,paramecium,2,0.3371,0.9098,0.2793,1,1,24
13,23,loxocephallus,1,0.276,3.373,0.2313,1,1,90
13,23,tetrahymena,2,0.276,3.373,0.2313,1,1,36
13,24,paramecium,1,0.2916,0.8811,0.245,1,1,31
13,24,tetrahymena,2,0.2916,0.8811,0.245,1,1,39
13,25,colpidium,1,0.3151,2.2982,0.2738,1,1,46
13,25,loxocephallus,2,0.3151,2.2982,0.2738,1,1,96
13,26,colpidium,1,,,,,,
13,26,paramecium,2,,,,,,
13,27,colpidium,1,0.3219,0.8375,0.2908,1,1,121
13,27,tetrahymena,2,0.3219,0.8375,0.2908,1,1,41
13,28,loxocephallus,1,0.317,0.8389,0.277,2.3311,0.3326,51
13,28,paramecium,2,0.317,0.8389,0.277,1,1,10
13,29,loxocephallus,1,0.2869,3.6818,0.2711,1,1,67
13,29,tetrahymena,2,0.2869,3.6818,0.2711,1,1,32
13,30,paramecium,1,0.3179,0.9295,0.276,1,1,18
13,30,tetrahymena,2,0.3179,0.9295,0.276,1,1,58
13,31,colpidium,1,0.3193,2.2287,0.2656,0.7947,0.2841,12
13,31,loxocephallus,2,0.3193,2.2287,0.2656,0.7947,0.2841,29
13,32,colpidium,1,,,,,,
13,32,paramecium,2,,,,,,
13,33,colpidium,1,0.3304,1.3341,0.2724,1,1,50
13,33,tetrahymena,2,0.3304,1,1,1,1,38
13,34,loxocephallus,1,0.298,0.854,0.2587,2.4751,0.3119,62
13,34,paramecium,2,0.298,0.854,0.2587,1,1,7
13,35,loxocephallus,1,0.2654,4.9592,0.2204,1,1,73
13,35,tetrahymena,2,0.2654,4.9592,0.2204,1,1,58
13,36,paramecium,1,0.3086,1.1105,0.2596,1,1,39
13,36,tetrahymena,2,0.3086,1,1,1,1,18
13,37,colpidium,1,0.3232,2.8443,0.382,1,1,27
13,37,loxocephallus,2,0.3232,2.8443,0.382,1.0013,0.3067,32
13,38,colpidium,1,,,,,,
13,38,paramecium,2,,,,,,
13,39,colpidium,1,0.3021,0.8624,0.3224,1.1324,0.3543,34
13,39,tetrahymena,2,0.3021,0.8624,0.3224,1,1,21
13,40,loxocephallus,1,0.3519,1.3114,0.3126,2.3417,0.3636,80
13,40,paramecium,2,0.3519,1.3114,0.3126,1,1,27
13,41,loxocephallus,1,0.3377,3.585,0.3091,1.6352,0.3987,33
13,41,tetrahymena,2,0.3377,3.585,0.3091,1.6352,0.3987,12
13,42,paramecium,1,0.3619,1.697,0.369,1,1,24
13,42,tetrahymena,2,0.3619,1.697,0.369,1,1,37
13,43,colpidium,1,0.3678,2.9394,0.3551,1.3289,0.3759,9
13,43,loxocephallus,2,0.3678,2.9394,0.3551,1.3289,0.3758,44
13,44,colpidium,1,,,,,,
13,44,paramecium,2,,,,,,
13,45,colpidium,1,0.3771,0.9726,0.3224,1,1,83
13,45,tetrahymena,2,0.3771,0.9726,0.3224,1,1,42
13,46,loxocephallus,1,0.3239,0.8429,0.3136,2.6598,0.2989,39
13,46,paramecium,2,0.3239,0.8429,0.3136,1,1,21
13,47,loxocephallus,1,0.4054,3.5533,0.3599,2.7176,0.3196,27
13,47,tetrahymena,2,0.4054,3.5533,0.3599,2.7176,0.3196,16
13,48,paramecium,1,0.3272,1.791,0.3607,1,1,16
13,48,tetrahymena,2,0.3272,1,1,1,1,86
13,49,colpidium,1,0.3586,3.4667,0.348,1,1,40
13,49,loxocephallus,2,0.3586,3.4667,0.348,1.2938,0.3524,35
13,50,colpidium,1,,,,,,
13,50,paramecium,2,,,,,,
13,51,colpidium,1,0.3228,0.8683,0.3304,0.87,0.3184,66
13,51,tetrahymena,2,0.3228,0.8683,0.3304,0.87,0.3184,13
13,52,loxocephallus,1,0.3176,0.8864,0.3311,1.7295,0.312,87
13,52,paramecium,2,0.3176,0.8864,0.3311,1,1,32
13,53,loxocephallus,1,0.3494,3.8838,0.2866,1.5365,0.2987,21
13,53,tetrahymena,2,0.3494,3.8838,0.2866,1.5365,0.2987,29
13,54,paramecium,1,0.3424,0.8841,0.3855,1,1,58
13,54,tetrahymena,2,0.3424,0.8841,0.3955,1,1,20
15,1,colpidium,1,0.3095,2.4922,0.323,1,1,35
15,1,loxocephallus,2,0.3095,2.4922,0.323,1,1,91
15,2,colpidium,1,,,,,,
15,2,paramecium,2,,,,,,
15,3,colpidium,1,0.3156,2.2137,0.3223,1,1,68
15,3,tetrahymena,2,0.3156,1,1,1,1,7
15,4,loxocephallus,1,0.3101,0.8028,0.3213,2.1145,0.3506,58
15,4,paramecium,2,0.3101,0.8028,0.3213,1,1,11
15,5,loxocephallus,1,0.3202,2.2636,0.3601,1.0763,0.3437,41
15,5,tetrahymena,2,0.3202,2.2636,0.3601,1.0763,0.3437,38
15,6,paramecium,1,0.3341,0.9846,0.3402,1,1,19
15,6,tetrahymena,2,0.3341,1,1,1,1,17
15,7,colpidium,1,0.2804,3.1136,0.3144,1,1,27
15,7,loxocephallus,2,0.2804,3.1136,0.3144,1,1,52
15,8,colpidium,1,,,,,,
15,8,paramecium,2,,,,,,
15,9,colpidium,1,0.2868,0.8425,0.3102,0.8271,0.3291,47
15,9,tetrahymena,2,0.2868,0.8425,0.3102,1,1,19
15,10,loxocephallus,1,0.3018,0.7894,0.3218,1.9581,0.2851,43
15,10,paramecium,2,0.3018,0.7894,0.3218,1,1,17
15,11,loxocephallus,1,0.3091,4.1473,0.254,1.3578,0.2829,25
15,11,tetrahymena,2,0.3091,4.1473,0.254,1.3578,0.2829,11
15,12,paramecium,1,0.2734,1.4674,0.2584,1,1,6
15,12,tetrahymena,2,0.2734,1,1,1,1,35
15,13,colpidium,1,0.3409,2.778,0.3536,1,1,39
15,13,loxocephallus,2,0.3409,2.778,0.3536,1,1,43
15,14,colpidium,1,,,,,,
15,14,paramecium,2,,,,,,
15,15,colpidium,1,0.2783,1.1195,0.2821,1,1,61
15,15,tetrahymena,2,0.2783,1,1,1,1,20
15,16,loxocephallus,1,0.3033,0.6342,0.3035,1.575,0.3445,48
15,16,paramecium,2,0.3033,0.6342,0.3035,1,1,18
15,17,loxocephallus,1,0.291,4.0918,0.3184,0.7499,0.2583,33
15,17,tetrahymena,2,0.291,4.0918,0.3184,1,1,37
15,18,paramecium,1,0.3086,0.7863,0.2936,1,1,21
15,18,tetrahymena,2,0.3086,1,1,1,1,20
15,19,colpidium,1,0.2873,3.3432,0.3204,1,1,32
15,19,loxocephallus,2,0.2873,3.3432,0.3204,1,1,38
15,20,colpidium,1,,,,,,
15,20,paramecium,2,,,,,,
15,21,colpidium,1,0.272,2.5879,0.3727,1,1,62
15,21,tetrahymena,2,0.272,1,1,1,1,7
15,22,loxocephallus,1,0.2828,0.6536,0.2931,1.6999,0.3484,74
15,22,paramecium,2,0.2828,0.6536,0.2931,1,1,26
15,23,loxocephallus,1,0.3088,4.1046,0.3778,1.6998,0.3735,28
15,23,tetrahymena,2,0.3088,4.1046,0.3778,1.6998,0.3735,10
15,24,paramecium,1,0.3476,0.6977,0.3571,1,1,39
15,24,tetrahymena,2,0.3476,0.6977,0.3571,1,1,56
15,25,colpidium,1,0.3503,2.336,0.3307,1,1,51
15,25,loxocephallus,2,0.3503,2.336,0.3307,1.1562,0.3098,35
15,26,colpidium,1,,,,,,
15,26,paramecium,2,,,,,,
15,27,colpidium,1,0.3336,2.0941,0.2763,1,1,62
15,27,tetrahymena,2,0.3336,1,1,1,1,19
15,28,loxocephallus,1,0.293,0.8819,0.2765,1.6514,0.3337,62
15,28,paramecium,2,0.293,0.8819,0.2765,1,1,14
15,29,loxocephallus,1,0.2913,3.1587,0.2565,1.8125,0.2615,14
15,29,tetrahymena,2,0.2913,3.1587,0.2565,1.8125,0.2615,9
15,30,paramecium,1,0.2581,0.8281,0.2602,1,1,24
15,30,tetrahymena,2,0.2581,1,1,1,1,40
15,31,colpidium,1,0.2995,2.5256,0.3329,1,1,62
15,31,loxocephallus,2,0.2995,2.5256,0.3329,0.8173,0.3357,36
15,32,colpidium,1,,,,,,
15,32,paramecium,2,,,,,,
15,33,colpidium,1,0.2954,2.0431,0.2919,1,1,25
15,33,tetrahymena,2,0.2954,1,1,1,1,23
